h   r   t   tau
Children (Palestinian Territory, Occupied)	fight with small arms and light weapons	Israeli Defense Forces	2014-11-10
Citizen (Kenya)	fight with small arms and light weapons	Police (Kenya)	2014-07-03
South Korea	fight with small arms and light weapons	North Korea	2014-10-19
Citizen (Nigeria)	fight with small arms and light weapons	Boko Haram	2014-05-22
Citizen (India)	fight with small arms and light weapons	Military Personnel - Special (India)	2014-03-31
Armed Gang (Afghanistan)	fight with small arms and light weapons	Military Personnel - Special (Afghanistan)	2014-08-31
Children (Palestinian Territory, Occupied)	fight with small arms and light weapons	Israeli Defense Forces	2014-04-11
Men (South Africa)	fight with small arms and light weapons	Police (South Africa)	2014-08-07
Citizen (Australia)	fight with small arms and light weapons	Police (Australia)	2014-10-24
Citizen (Australia)	fight with small arms and light weapons	Police (Australia)	2014-01-30
Citizen (Australia)	fight with small arms and light weapons	Police (Australia)	2014-09-24
Armed Gang (Palestinian Territory, Occupied)	fight with small arms and light weapons	Israeli Defense Forces	2014-06-03
Attacker (Afghanistan)	fight with small arms and light weapons	Military Personnel - Special (Afghanistan)	2014-09-04
Citizen (Australia)	fight with small arms and light weapons	Police (Australia)	2014-01-31
Citizen (Kenya)	fight with small arms and light weapons	Police (Kenya)	2014-11-03
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-06-17
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-06-10
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-04-12
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-09-01
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-12-17
Police (Egypt)	fight with small arms and light weapons	Criminal (Egypt)	2014-03-20
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-02-04
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-06-19
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-09-18
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-09-30
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-10-22
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-06-26
Police (Egypt)	fight with small arms and light weapons	Criminal (Egypt)	2014-11-04
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-03-24
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-10-09
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-03-31
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-05-14
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-08-26
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-12-27
Police (Egypt)	fight with small arms and light weapons	Criminal (Egypt)	2014-11-17
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-12-17
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-05-15
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-11-13
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-07-03
Philippines	fight with small arms and light weapons	Criminal (Philippines)	2014-12-13
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-06-02
Military (Mexico)	fight with small arms and light weapons	Drug Gang (Mexico)	2014-06-24
South Korea	fight with small arms and light weapons	North Korea	2014-02-14
South Korea	fight with small arms and light weapons	North Korea	2014-08-29
South Korea	fight with small arms and light weapons	North Korea	2014-07-02
South Korea	fight with small arms and light weapons	North Korea	2014-02-11
South Korea	fight with small arms and light weapons	North Korea	2014-04-13
South Korea	fight with small arms and light weapons	North Korea	2014-11-19
South Korea	fight with small arms and light weapons	North Korea	2014-07-01
Citizen (Australia)	fight with small arms and light weapons	Police (Australia)	2014-02-26
South Korea	fight with small arms and light weapons	North Korea	2014-11-12
Citizen (Kenya)	fight with small arms and light weapons	Police (Kenya)	2014-06-19
Citizen (Kenya)	fight with small arms and light weapons	Police (Kenya)	2014-11-10
Citizen (Namibia)	fight with small arms and light weapons	Police (Namibia)	2014-11-12
Police (Philippines)	fight with small arms and light weapons	Criminal (Philippines)	2014-10-31
South Korea	fight with small arms and light weapons	North Korea	2014-05-16
Police (Kenya)	fight with small arms and light weapons	Citizen (Kenya)	2014-09-17
South Korea	fight with small arms and light weapons	North Korea	2014-12-20
South Korea	fight with small arms and light weapons	North Korea	2014-04-07
South Korea	fight with small arms and light weapons	North Korea	2014-10-03
Citizen (Tanzania)	fight with small arms and light weapons	Police (Tanzania)	2014-03-24
South Korea	fight with small arms and light weapons	North Korea	2014-11-19
Moro Islamic Liberation Front	Violate ceasefire	Military (Philippines)	2014-07-29
Afghanistan	Express intent to de-escalate military engagement	Barack Obama	2014-01-27
Afghanistan	Express intent to de-escalate military engagement	Barack Obama	2014-05-25
Barack Obama	Make a visit	Angela Merkel	2014-03-05
Mohammad Javad Zarif	Make a visit	Nonaligned Movement	2014-05-30
Canada	Make a visit	Barack Obama	2014-02-20
Sudan	Make a visit	Umar al Bashir	2014-01-06
China	Make a visit	North Korea	2014-12-23
Iraq	Make a visit	Iran	2014-10-25
China	Make a visit	Malaysia	2014-09-15
Iraq	Make a visit	Iran	2014-05-18
Afghanistan	Make a visit	Barack Obama	2014-01-27
Iraq	Make a visit	Iran	2014-11-26
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-10-15
South Korea	Make a visit	North Korea	2014-10-05
Oman	Make a visit	Iran	2014-03-13
Iraq	Make a visit	Iran	2014-12-11
China	Make a visit	Japan	2014-11-14
China	Make a visit	Ashraf Ghani Ahmadzai	2014-11-05
China	Make a visit	Malaysia	2014-05-24
South Korea	Make a visit	China	2014-11-17
Iraq	Make a visit	Iran	2014-09-28
Iraq	Make a visit	Iran	2014-09-24
Iraq	Make a visit	Iran	2014-10-22
South Korea	Make a visit	China	2014-12-08
Vietnam	Make a visit	China	2014-06-10
Vietnam	Make a visit	China	2014-05-22
China	Make a visit	Japan	2014-05-15
South Korea	Make a visit	North Korea	2014-01-22
North Korea	Make a visit	South Korea	2014-10-20
South Korea	Make a visit	North Korea	2014-02-13
South Korea	Make a visit	North Korea	2014-04-14
China	Make a visit	Japan	2014-11-11
North Korea	Make a visit	South Korea	2014-07-14
North Korea	Make a visit	Japan	2014-07-27
Barack Obama	Make a visit	Angela Merkel	2014-05-05
Barack Obama	Make a visit	Angela Merkel	2014-01-08
North Korea	Make a visit	Japan	2014-07-04
Fiji	Make a visit	Xi Jinping	2014-11-22
Iraq	Make a visit	John Kerry	2014-06-23
Iran	Make a visit	France	2014-09-12
North Korea	Make a visit	Japan	2014-03-05
North Korea	Make a visit	Japan	2014-04-04
North Korea	Make a visit	Japan	2014-08-10
China	Make a visit	Japan	2014-09-01
North Korea	Make a visit	Japan	2014-10-04
Iran	Make a visit	France	2014-11-21
Iran	Make a visit	Kofi Annan	2014-01-31
Angela Merkel	Make a visit	François Hollande	2014-07-03
China	Make a visit	Japan	2014-10-21
Mohammad Javad Zarif	Make a visit	John Kerry	2014-07-15
North Korea	Make a visit	Japan	2014-06-19
China	Make a visit	John Kerry	2014-02-17
China	Make a visit	Japan	2014-12-23
North Korea	Make a visit	Japan	2014-11-28
North Korea	Make a visit	South Korea	2014-12-30
North Korea	Make a visit	South Korea	2014-01-23
China	Make a visit	Malaysia	2014-03-25
North Korea	Make a visit	South Korea	2014-11-28
South Korea	Make a visit	North Korea	2014-01-04
China	Make a visit	Japan	2014-09-02
Iraq	Make a visit	Nuri al-Maliki	2014-06-13
Iraq	Make a visit	Iran	2014-09-12
China	Make a visit	Japan	2014-01-15
North Korea	Make a visit	Japan	2014-05-23
China	Make a visit	Japan	2014-01-22
South Korea	Make a visit	North Korea	2014-01-29
Philippines	Make a visit	Barack Obama	2014-04-25
China	Make a visit	Japan	2014-01-24
Japan	Make a visit	Barack Obama	2014-04-21
China	Make a visit	Xi Jinping	2014-07-08
Barack Obama	Make a visit	Benjamin Netanyahu	2014-03-18
North Korea	Make a visit	South Korea	2014-02-25
South Korea	Make a visit	Xi Jinping	2014-07-02
Iran	Make a visit	France	2014-11-24
Iraq	Make a visit	Iran	2014-05-08
Vietnam	Make a visit	China	2014-05-11
North Korea	Make a visit	South Korea	2014-11-23
Vietnam	Make a visit	China	2014-06-13
Vietnam	Make a visit	China	2014-05-13
China	Make a visit	Japan	2014-04-17
South Korea	Make a visit	North Korea	2014-09-15
South Korea	Make a visit	North Korea	2014-10-04
China	Make a visit	Japan	2014-12-15
China	Make a visit	Japan	2014-08-27
China	Make a visit	Japan	2014-07-15
China	Make a visit	Japan	2014-05-06
China	Make a visit	Malaysia	2014-03-14
South Korea	Make a visit	North Korea	2014-03-17
China	Make a visit	Japan	2014-09-06
China	Make a visit	Japan	2014-11-08
Mohammad Javad Zarif	Make a visit	John Kerry	2014-11-07
China	Make a visit	Malaysia	2014-05-03
South Korea	Make a visit	China	2014-09-11
China	Make a visit	Xi Jinping	2014-06-28
Barack Obama	Make a visit	Benjamin Netanyahu	2014-02-24
North Atlantic Treaty Organization	Make a visit	Defense / Security Ministry (Ukraine)	2014-02-27
Iran	Make a visit	France	2014-09-04
North Korea	Make a visit	Japan	2014-06-29
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-05-26
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-04-02
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-08-26
Mohammad Javad Zarif	Make a visit	Nonaligned Movement	2014-05-24
Mohammad Javad Zarif	Make a visit	John Kerry	2014-10-08
South Korea	Make a visit	China	2014-10-16
South Korea	Make a visit	China	2014-02-10
North Korea	Make a visit	Japan	2014-08-04
Iran	Make a visit	Mohammad Javad Zarif	2014-11-08
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-03-11
South Korea	Make a visit	China	2014-02-17
North Korea	Make a visit	China	2014-03-21
South Korea	Make a visit	North Korea	2014-08-25
North Korea	Make a visit	Japan	2014-10-22
North Korea	Make a visit	South Korea	2014-02-03
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-03-15
Iran	Make a visit	France	2014-12-16
North Korea	Make a visit	South Korea	2014-01-21
South Korea	Make a visit	North Korea	2014-06-30
South Korea	Make a visit	North Korea	2014-05-30
South Korea	Make a visit	North Korea	2014-09-15
South Korea	Make a visit	North Korea	2014-02-06
China	Make a visit	North Korea	2014-11-02
South Korea	Make a visit	North Korea	2014-06-19
France	Make a visit	Angela Merkel	2014-12-06
China	Make a visit	North Korea	2014-04-10
China	Make a visit	Malaysia	2014-06-02
North Korea	Make a visit	China	2014-05-31
Kazakhstan	Make a visit	Tajikistan	2014-08-13
Barack Obama	Make a visit	Angela Merkel	2014-07-22
Massoud Barzani	Make a visit	François Hollande	2014-08-09
Barack Obama	Make a visit	Benjamin Netanyahu	2014-07-30
François Hollande	Make a visit	Massoud Barzani	2014-08-07
Barack Obama	Make a visit	Angela Merkel	2014-01-31
North Korea	Make a visit	South Korea	2014-04-05
Iraq	Make a visit	Nuri al-Maliki	2014-09-15
Iran	Make a visit	Mohammad Javad Zarif	2014-03-10
China	Make a visit	Malaysia	2014-06-04
Iraq	Make a visit	Nuri al-Maliki	2014-04-14
Iraq	Make a visit	Nuri al-Maliki	2014-06-24
Vietnam	Make a visit	China	2014-05-12
South Korea	Make a visit	North Korea	2014-04-30
Iraq	Make a visit	Nuri al-Maliki	2014-07-02
Iraq	Make a visit	Iran	2014-06-18
Iraq	Make a visit	Nuri al-Maliki	2014-07-07
North Korea	Make a visit	South Korea	2014-05-19
Head of Government (Egypt)	Make a visit	Abdel Fattah Al-Sisi	2014-11-22
South Korea	Make a visit	North Korea	2014-07-02
Cabinet / Council of Ministers / Advisors (United States)	Make a visit	China	2014-05-15
Vietnam	Make a visit	China	2014-05-27
China	Make a visit	Japan	2014-10-08
Vietnam	Make a visit	China	2014-10-28
Iraq	Make a visit	Iran	2014-07-26
Vietnam	Make a visit	China	2014-06-19
China	Make a visit	Japan	2014-09-10
Oman	Make a visit	Iran	2014-11-30
South Korea	Make a visit	China	2014-01-08
Iraq	Make a visit	Iran	2014-10-21
Iraq	Make a visit	Iran	2014-02-25
Vietnam	Make a visit	China	2014-10-29
China	Make a visit	Malaysia	2014-10-08
Iraq	Make a visit	Iran	2014-12-31
Iran	Make a visit	France	2014-02-10
Oman	Make a visit	Iran	2014-12-01
Iraq	Make a visit	Iran	2014-06-02
Angola	Make a visit	China	2014-04-02
Vietnam	Make a visit	China	2014-02-25
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-07-03
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-09-14
Tajikistan	Make a visit	Xi Jinping	2014-11-09
Cambodia	Make a visit	Thailand	2014-08-31
Barack Obama	Make a visit	Angela Merkel	2014-07-15
Mohammad Javad Zarif	Make a visit	John Kerry	2014-07-13
Thailand	Make a visit	Head of Government (China)	2014-11-10
Barack Obama	Make a visit	Benjamin Netanyahu	2014-10-03
China	Make a visit	Japan	2014-07-02
Angela Merkel	Make a visit	François Hollande	2014-10-17
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-09-19
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-07-12
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-02-01
Iran	Make a visit	Catherine Ashton	2014-03-09
China	Make a visit	Japan	2014-11-16
Barack Obama	Make a visit	Angela Merkel	2014-03-05
Vietnam	Make a visit	China	2014-07-12
North Korea	Make a visit	Japan	2014-03-21
Iran	Make a visit	Catherine Ashton	2014-04-07
Ethiopia	Make a visit	African Union	2014-11-08
North Korea	Make a visit	South Korea	2014-10-08
China	Make a visit	Xi Jinping	2014-11-23
Iran	Make a visit	France	2014-06-16
Massoud Barzani	Make a visit	François Hollande	2014-08-10
Barack Obama	Make a visit	Angela Merkel	2014-07-03
Iraq	Make a visit	Iran	2014-10-29
China	Make a visit	Malaysia	2014-08-28
Barack Obama	Make a visit	Benjamin Netanyahu	2014-03-12
Abdel Fattah Al-Sisi	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-06-26
Barack Obama	Make a visit	Benjamin Netanyahu	2014-07-18
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-03-09
Barack Obama	Make a visit	Angela Merkel	2014-05-02
Canada	Make a visit	Jason Kenney	2014-03-04
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-11-29
Barack Obama	Make a visit	Angela Merkel	2014-08-09
Iran	Make a visit	France	2014-09-25
Catherine Ashton	Make a visit	Mohammad Javad Zarif	2014-07-27
South Korea	Make a visit	China	2014-07-14
Barack Obama	Make a visit	Angela Merkel	2014-07-04
South Korea	Make a visit	China	2014-04-29
South Korea	Make a visit	China	2014-01-21
China	Make a visit	Japan	2014-04-29
Vietnam	Make a visit	China	2014-05-16
South Korea	Make a visit	China	2014-07-03
South Korea	Make a visit	North Korea	2014-10-19
Afghanistan	Make a visit	Barack Obama	2014-05-27
Myanmar	Make a visit	Barack Obama	2014-11-14
France	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-02-18
Iran	Make a visit	Mohammad Javad Zarif	2014-03-09
South Korea	Make a visit	Xi Jinping	2014-07-05
China	Make a visit	Barack Obama	2014-12-25
Afghanistan	Make a visit	Bismillah Khan Mohammadi	2014-07-07
China	Make a visit	John Kerry	2014-02-03
China	Make a visit	Japan	2014-05-29
Iraq	Make a visit	Nuri al-Maliki	2014-06-13
Maldives	Make a visit	Xi Jinping	2014-09-16
Afghanistan	Make a visit	Barack Obama	2014-05-25
South Korea	Make a visit	Xi Jinping	2014-07-03
South Korea	Make a visit	Barack Obama	2014-02-18
Middle East	Make a visit	John Kerry	2014-06-26
North Korea	Make a visit	Japan	2014-10-15
China	Make a visit	Chuck Hagel	2014-07-10
Iraq	Make a visit	Mohammad Javad Zarif	2014-01-16
Iran	Make a visit	Catherine Ashton	2014-05-31
Iraq	Make a visit	Mohammad Javad Zarif	2014-09-23
Japan	Make a visit	Benjamin Netanyahu	2014-05-13
North Korea	Make a visit	China	2014-07-01
Massoud Barzani	Make a visit	François Hollande	2014-09-13
Iraq	Make a visit	Nuri al-Maliki	2014-04-17
China	Make a visit	Barack Obama	2014-09-09
Poland	Make a visit	Joseph Robinette Biden	2014-03-22
Curacao	Make a visit	North Atlantic Treaty Organization	2014-08-27
Romania	Make a visit	Victoria Nuland	2014-01-14
Japan	Make a visit	Barack Obama	2014-04-17
Ethiopia	Make a visit	African Union	2014-03-26
Afghanistan	Make a visit	Ashraf Ghani Ahmadzai	2014-08-04
Japan	Make a visit	Benjamin Netanyahu	2014-05-12
South Korea	Make a visit	Barack Obama	2014-04-05
Iran	Make a visit	Catherine Ashton	2014-03-15
China	Make a visit	Barack Obama	2014-11-07
France	Make a visit	Xi Jinping	2014-09-16
Mexico	Make a visit	Jerry Brown	2014-08-22
Ethiopia	Make a visit	Head of Government (China)	2014-05-07
North Korea	Make a visit	Liu Zhenmin	2014-02-18
South Sudan	Make a visit	John Kerry	2014-05-02
Afghanistan	Make a visit	Chuck Hagel	2014-06-01
Ireland	Make a visit	Elizabeth II	2014-04-15
Philippines	Make a visit	Barack Obama	2014-04-21
Philippines	Make a visit	Barack Obama	2014-05-02
Myanmar	Make a visit	Barack Obama	2014-11-15
South Korea	Make a visit	Kim Jong-Un	2014-06-20
China	Make a visit	Barack Obama	2014-11-15
Iran	Make a visit	Ri Su Yong	2014-10-17
North Korea	Make a visit	Japan	2014-07-05
Afghanistan	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-08-09
Middle East	Make a visit	John Kerry	2014-01-07
China	Make a visit	Barack Obama	2014-10-02
Iraq	Make a visit	Sergey Viktorovich Lavrov	2014-06-27
South Korea	Make a visit	Kim Jong-Un	2014-10-04
China	Make a visit	Le Hong Anh	2014-12-26
South Africa	Make a visit	Xi Jinping	2014-07-15
United Arab Emirates	Make a visit	Haider Al-Abadi	2014-12-16
Japan	Make a visit	Barack Obama	2014-04-27
Afghanistan	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-09-02
Oman	Make a visit	Mohammad Javad Zarif	2014-01-13
Ethiopia	Make a visit	Abdiweli Sheikh Ahmed	2014-08-26
Myanmar	Make a visit	Association of Southeast Asian Nations	2014-11-13
Iraq	Make a visit	Iran	2014-01-15
Myanmar	Make a visit	John Kerry	2014-08-05
France	Make a visit	Sergey Viktorovich Lavrov	2014-10-14
Japan	Make a visit	Barack Obama	2014-02-18
Iran	Make a visit	Catherine Ashton	2014-03-22
China	Make a visit	Islam Karimov	2014-08-22
China	Make a visit	Teo Chee Hean	2014-10-28
China	Make a visit	Barack Obama	2014-10-14
South Korea	Make a visit	Xi Jinping	2014-08-03
China	Make a visit	North Korea	2014-03-05
Philippines	Make a visit	Pope Francis	2014-12-28
France	Make a visit	Angela Merkel	2014-02-19
Iran	Make a visit	Ertharin Cousin	2014-01-22
South Korea	Make a visit	Barack Obama	2014-04-26
China	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-11-04
Middle East	Make a visit	John Kerry	2014-09-15
South Korea	Make a visit	Xi Jinping	2014-07-02
China	Make a visit	Chuck Hagel	2014-04-08
France	Make a visit	John Kerry	2014-10-13
China	Make a visit	Chuck Hagel	2014-04-10
Oman	Make a visit	Mohammad Javad Zarif	2014-11-11
South Korea	Make a visit	China	2014-06-28
Iran	Make a visit	Mohammad Javad Zarif	2014-08-29
China	Make a visit	John Kerry	2014-02-17
Tajikistan	Make a visit	Xi Jinping	2014-09-20
China	Make a visit	Cabinet / Council of Ministers / Advisors (United States)	2014-07-08
Iran	Make a visit	Evangelos Venizelos	2014-03-15
Romania	Make a visit	Victoria Nuland	2014-01-11
China	Make a visit	Xi Jinping	2014-03-28
China	Make a visit	John Kerry	2014-02-15
Angola	Make a visit	Mark Simmonds	2014-06-26
China	Make a visit	North Korea	2014-03-19
Curacao	Make a visit	North Atlantic Treaty Organization	2014-09-29
Kazakhstan	Make a visit	François Hollande	2014-12-09
France	Make a visit	Xi Jinping	2014-03-23
Japan	Make a visit	Barack Obama	2014-05-04
Iran	Make a visit	Martin Lidegaard	2014-09-06
China	Make a visit	Macky Sall	2014-02-18
France	Make a visit	Xi Jinping	2014-03-25
Iran	Make a visit	France	2014-02-05
France	Make a visit	John Kerry	2014-01-08
Iran	Make a visit	Catherine Ashton	2014-03-07
France	Make a visit	Abdel Fattah Al-Sisi	2014-11-21
South Korea	Make a visit	Xi Jinping	2014-07-04
South Sudan	Make a visit	Umar al Bashir	2014-01-21
China	Make a visit	John Kerry	2014-07-20
Japan	Make a visit	Barack Obama	2014-04-19
Myanmar	Make a visit	John Kerry	2014-08-11
Fiji	Make a visit	Xi Jinping	2014-11-21
Oman	Make a visit	Mohammad Javad Zarif	2014-08-05
The Hague	Make a visit	William Ruto	2014-01-20
Sudan	Make a visit	Umar al Bashir	2014-08-10
North Korea	Make a visit	Japan	2014-03-20
North Korea	Make a visit	Japan	2014-09-08
North Korea	Make a visit	South Korea	2014-11-11
China	Make a visit	Malaysia	2014-03-15
North Korea	Make a visit	South Korea	2014-04-29
China	Make a visit	Japan	2014-10-08
North Korea	Make a visit	South Korea	2014-10-09
North Korea	Make a visit	South Korea	2014-10-21
China	Make a visit	Japan	2014-05-23
North Korea	Make a visit	South Korea	2014-04-14
South Korea	Make a visit	Xi Jinping	2014-05-26
China	Make a visit	Japan	2014-11-12
South Korea	Make a visit	China	2014-09-21
China	Make a visit	Japan	2014-04-26
China	Make a visit	Japan	2014-09-03
Vietnam	Make a visit	China	2014-12-26
China	Make a visit	Japan	2014-10-10
North Korea	Make a visit	South Korea	2014-10-04
South Korea	Make a visit	North Korea	2014-02-14
Angela Merkel	Make a visit	François Hollande	2014-05-10
North Korea	Make a visit	Japan	2014-05-30
North Korea	Make a visit	South Korea	2014-10-07
North Korea	Make a visit	Japan	2014-04-06
South Korea	Make a visit	North Korea	2014-11-19
South Korea	Make a visit	North Korea	2014-04-13
Iraq	Make a visit	Nuri al-Maliki	2014-02-26
China	Make a visit	North Korea	2014-05-12
South Korea	Make a visit	China	2014-07-03
South Korea	Make a visit	North Korea	2014-07-01
North Korea	Make a visit	South Korea	2014-06-12
South Korea	Make a visit	North Korea	2014-11-12
Myanmar	Make a visit	North Korea	2014-03-06
Iran	Make a visit	Nuri al-Maliki	2014-02-19
North Korea	Make a visit	South Korea	2014-03-31
North Korea	Make a visit	South Korea	2014-01-24
South Korea	Make a visit	North Korea	2014-12-20
Vietnam	Make a visit	China	2014-05-05
China	Make a visit	Chuck Hagel	2014-06-01
South Korea	Make a visit	North Korea	2014-05-16
South Korea	Make a visit	North Korea	2014-04-07
North Korea	Make a visit	South Korea	2014-07-18
North Korea	Make a visit	South Korea	2014-02-10
North Korea	Make a visit	South Korea	2014-04-07
South Korea	Make a visit	China	2014-05-02
China	Make a visit	Malaysia	2014-09-01
South Korea	Make a visit	North Korea	2014-10-03
Barack Obama	Make a visit	Benjamin Netanyahu	2014-09-22
South Korea	Make a visit	North Korea	2014-10-07
Cambodia	Make a visit	Thailand	2014-10-31
South Korea	Make a visit	China	2014-02-06
China	Make a visit	Japan	2014-11-27
Japan	Make a visit	Iran	2014-04-03
China	Make a visit	Malaysia	2014-10-08
South Korea	Make a visit	China	2014-05-26
China	Make a visit	Japan	2014-12-24
Japan	Make a visit	Barack Obama	2014-03-07
South Korea	Make a visit	North Korea	2014-11-19
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-05-21
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-05-18
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-06-26
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-09-01
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-11-24
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-04-23
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-06-17
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-09-01
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-03-11
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-07-18
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-05-26
UN Security Council	Appeal to engage in or accept mediation	Herve Ladsous	2014-03-06
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-09-08
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-10-01
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-02-20
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-08-04
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-08-26
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-09-02
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-07-09
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-01-08
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-01-29
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-10-13
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-11-28
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-04-22
Government (Nigeria)	Appeal to engage in or accept mediation	Citizen (Nigeria)	2014-04-27
Japan	Abduct, hijack, or take hostage	North Korea	2014-06-18
Japan	Abduct, hijack, or take hostage	North Korea	2014-08-08
Japan	Abduct, hijack, or take hostage	North Korea	2014-03-17
Citizen (South Korea)	Abduct, hijack, or take hostage	North Korea	2014-05-21
Other Authorities / Officials (Nigeria)	Abduct, hijack, or take hostage	Boko Haram	2014-10-20
Japan	Abduct, hijack, or take hostage	North Korea	2014-03-04
Japan	Abduct, hijack, or take hostage	North Korea	2014-05-30
Japan	Abduct, hijack, or take hostage	North Korea	2014-05-21
Japan	Abduct, hijack, or take hostage	North Korea	2014-07-19
Japan	Abduct, hijack, or take hostage	North Korea	2014-03-29
Citizen (Turkey)	Abduct, hijack, or take hostage	Middle East	2014-06-18
Citizen (Nigeria)	Abduct, hijack, or take hostage	Boko Haram	2014-05-16
Citizen (India)	Abduct, hijack, or take hostage	Indigenous People (India)	2014-02-27
Japan	Abduct, hijack, or take hostage	North Korea	2014-02-28
Japan	Abduct, hijack, or take hostage	North Korea	2014-06-30
Military (Lebanon)	Abduct, hijack, or take hostage	Armed Gang (Lebanon)	2014-08-05
Japan	Abduct, hijack, or take hostage	North Korea	2014-07-04
South Africa	Abduct, hijack, or take hostage	Police (South Africa)	2014-10-27
Japan	Abduct, hijack, or take hostage	North Korea	2014-06-12
Japan	Abduct, hijack, or take hostage	North Korea	2014-06-18
Japan	Abduct, hijack, or take hostage	North Korea	2014-07-03
Japan	Abduct, hijack, or take hostage	North Korea	2014-03-04
Citizen (Nigeria)	Abduct, hijack, or take hostage	Boko Haram	2014-05-22
Japan	Abduct, hijack, or take hostage	North Korea	2014-11-01
Citizen (South Korea)	Abduct, hijack, or take hostage	North Korea	2014-02-13
South Africa	Abduct, hijack, or take hostage	Police (South Africa)	2014-07-04
Japan	Abduct, hijack, or take hostage	North Korea	2014-06-02
Japan	Abduct, hijack, or take hostage	North Korea	2014-03-29
Japan	Abduct, hijack, or take hostage	North Korea	2014-10-30
Japan	Abduct, hijack, or take hostage	North Korea	2014-10-14
Japan	Abduct, hijack, or take hostage	North Korea	2014-10-09
Citizen (South Korea)	Abduct, hijack, or take hostage	North Korea	2014-07-02
